Blog	looking	second	here	music	until	example	want	wrong	series	re	service	project	person	best	asked	things	couple	had	easy	possible	right	old	people	support	happy	later	time	team	along	love	working	awesome	such	data	so	years	course	didn	internet	million	quite	open	future	san	say	saw	take	ways	going	where	many	wants	photos	single	technology	being	around	traffic	world	power	industry	mean	other	her	am	number	tv	th	large	small	past	hours	via	company	learn	information	its	always	found	week	really	major	also	play	plan	sometimes	set	see	available	last	funny	recent	d	continue	anything	into	link	posted	us	ago	having	try	video	let	great	makes	tools	next	process	high	move	doing	could	start	system	face	fact	should	hope	means	stuff	edition	email	ve	off	less	web	five	become	does	software	much	life	chance	told	work	interview	after	order	office	then	them	they	network	another	do	away	com	voice	hand	photo	night	security	marketing	post	months	way	update	together	guy	change	history	live	car	write	product	still	now	january	year	space	shows	friend	than	online	america	only	between	article	comes	these	media	real	read	early	using	business	aren	lot	trying	since	month	very	family	put	almost	site	help	soon	actually	event	reason	ask	american	pretty	during	x	close	won	probably	else	look	while	user	game	some	doesn	youtube	go	facebook	click	started	control	links	front	times	man	need	able	based	she	state	key	problem	both	well	page	twitter	home	he	friends	amp	companies	even	ever	never	call	tell	give	answer	before	better	went	content	isn	features	seen	don	m	stop	bad	said	against	appeared	three	website	if	make	left	human	yes	yet	save	popular	super	down	digital	me	did	run	visit	making	sunday	may	maybe	talk	nbsp	interesting	thing	think	first	long	little	anyone	were	performance	especially	show	get	nearly	morning	behind	reading	across	those	different	pay	same	running	money	either	users	enough	videos	again	important	u	public	search	two	share	needs	coming	through	someone	everyone	house	hard	idea	done	least	part	b	tool	most	find	please	point	simple	simply	create	itself	source	big	bit	google	often	back	others	ll	day	text	including	taking	value	thought	latest	add	works	happens	minutes	under	every	would	phone	must	my	keep	end	over	writing	each	group	saturday	got	free	days	already	top	too	took	though	watch	report	full	news	quickly	several	social	gave	everything	why	head	check	no	when	cool	says	goes	today	name	turn	place	given	any	ideas	sure	written	come	case	good	without	seems	blog	there	follow	program	far	list	design	version	short	might	used	friday	feel	story	kind	nothing	windows	his	hit	him	wrote	art	recently	political	questions	question	fast	called	once	app	use	few	something	instead	looks	our	york	their	which	who	looked	view	stories	gets	know	press	because	lead	getting	own	made	book
Daily Kos	1	1	24	0	2	3	12	4	0	24	9	3	9	5	0	12	1	24	2	3	9	5	56	5	0	1	20	3	3	2	7	1	11	2	50	20	4	5	9	18	4	7	11	6	16	5	14	2	6	12	22	9	2	7	0	12	7	1	15	5	2	7	25	23	2	9	0	3	3	7	8	11	2	3	2	0	23	4	8	25	9	7	16	3	5	1	11	18	2	33	2	2	11	2	6	18	1	1	10	3	10	1	6	6	7	9	1	10	5	9	2	8	17	5	10	5	12	15	0	8	5	3	2	8	13	8	0	7	5	22	0	23	11	1	8	19	4	29	5	6	13	26	76	8	10	28	9	1	1	4	0	11	2	0	8	2	11	1	5	0	6	4	4	2	1	0	14	26	1	28	1	5	1	37	2	17	24	14	0	2	25	6	11	6	1	7	6	5	6	6	15	3	16	8	8	7	0	9	4	9	5	1	1	15	2	9	1	2	7	8	1	7	17	0	1	32	10	2	16	1	3	2	3	0	3	6	5	9	6	8	12	60	2	6	11	12	1	0	6	82	1	8	9	26	7	5	4	3	5	5	9	4	6	1	5	0	4	12	4	4	6	34	13	2	18	3	44	25	5	5	3	2	4	2	2	18	1	10	20	5	2	5	5	5	5	8	23	1	8	9	15	7	8	5	38	1	1	7	24	4	6	2	2	5	33	6	11	12	2	15	5	1	6	0	7	4	11	17	0	25	4	5	7	15	2	4	15	4	3	2	7	13	3	0	22	7	5	6	2	2	2	0	0	14	4	0	5	17	2	4	9	1	5	2	3	3	2	1	1	2	5	10	9	67	1	6	8	7	10	25	1	11	8	1	8	6	11	5	11	9	4	11	4	9	5	21	2	3	1	4	4	23	4	6	38	31	1	8	5	6	3	3	3	5	20	3	2	4	10	7	13	10	2	2	30	7	14	6	0	0	3	1	7	8	5	4	2	5	6	0	69	2	14	3	1	4	7	5	4	7	10	3	2	5	9	10	4	3	23	2	64	36	68	0	5	1	6	15	5	19	0	9	11	9	0
Google Blogoscoped	0	1	2	0	0	0	2	1	0	5	6	0	0	4	1	1	0	3	1	1	1	0	3	0	0	2	4	0	0	2	2	0	0	0	7	1	0	0	0	0	0	2	1	0	0	1	1	0	2	1	0	0	0	1	1	0	2	0	1	0	0	0	4	0	1	5	0	0	0	1	2	0	2	0	0	0	1	2	0	0	0	0	2	0	0	0	1	4	0	0	0	0	2	0	0	3	1	0	1	1	0	0	0	2	0	1	0	1	2	0	0	2	1	1	0	0	0	0	0	0	1	0	0	4	0	1	4	3	0	0	0	4	0	0	0	1	0	0	0	0	3	4	7	0	2	3	0	0	0	1	1	0	0	0	2	0	1	0	1	0	1	1	1	1	0	0	0	4	0	0	0	0	0	1	1	0	2	0	0	1	1	0	0	2	0	3	0	1	0	0	0	0	1	0	1	0	4	0	0	2	0	0	0	0	0	0	1	0	0	2	2	1	1	2	2	3	0	0	1	0	1	0	0	2	0	1	0	2	0	1	0	0	0	0	2	2	0	0	1	2	1	0	0	4	0	1	0	0	0	3	0	0	1	0	1	0	0	4	2	0	0	2	0	0	0	1	6	3	1	0	0	1	0	0	0	1	0	4	1	1	0	0	0	1	1	0	0	0	1	0	2	1	0	1	1	0	1	1	5	0	0	0	1	2	3	2	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	3	0	0	0	4	0	3	3	0	0	1	0	1	0	4	0	0	28	1	3	1	6	3	1	0	0	0	0	0	3	0	2	0	0	1	11	4	0	7	0	0	1	0	3	7	0	0	2	0	1	1	2	1	3	0	0	2	1	1	1	0	1	0	0	0	0	6	4	0	1	1	1	2	0	2	0	3	0	0	0	1	1	0	0	0	1	5	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	1	2	4	1	1	1	4	3	1	2	0	0	3	0	4	5	5	0	2	0	0	2	1	5	0	0	0	2	0
Deadspin	0	0	5	0	0	0	1	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	2	3	0	0	0	0	1	0	1	5	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	3	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	2	1	0	1	2	1	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	9	0	0	1	0	4	3	1	0	1	2	0	0	1	2	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	4	0	1	3	0	0	2	0	2	2	2	0	0	0	0	0	25	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	2	0	6	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	7	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	2	4	0	0	2	1	2	0	1	6	1	1	0	0	0	0	1	2	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	2	2	2	0	0	1	0	1	2	1	1	0	0	0	2	2	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	3	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	1	5	0	6	1	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	15	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	2	0	3	0	0	2	0	1	0	2	1	1	0	3	0
The Dish	0	0	0	0	3	0	1	0	0	2	1	1	0	1	2	3	0	2	0	0	1	1	3	0	0	0	1	0	1	1	1	0	2	0	1	3	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	3	0	0	1	1	0	2	4	5	0	0	0	1	0	4	2	0	0	0	0	0	5	0	0	2	0	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	1	0	3	1	1	0	0	1	0	0	0	0	2	0	2	2	0	2	3	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	2	5	0	1	1	2	5	0	0	3	0	7	0	0	2	0	1	2	0	1	2	0	0	2	0	3	0	0	1	1	1	1	0	0	0	2	3	2	5	2	0	0	7	0	0	0	3	0	1	1	0	1	1	0	0	0	0	0	0	0	1	3	0	1	0	1	0	0	0	1	2	1	2	1	4	0	0	2	0	0	1	1	0	0	5	1	0	0	0	0	0	0	0	0	0	2	0	0	2	4	2	0	0	0	1	0	0	0	11	1	0	0	2	1	2	0	0	0	1	2	1	0	0	0	0	1	4	0	0	1	0	2	0	0	2	5	1	1	0	0	0	0	0	0	4	0	1	0	0	0	0	1	1	1	0	0	0	2	6	4	2	4	1	3	0	1	2	0	0	0	1	1	0	1	0	1	2	0	0	0	0	1	0	1	0	1	1	0	1	0	2	0	2	0	0	1	1	0	0	2	0	0	0	7	0	1	3	0	0	0	0	0	0	1	0	3	3	0	0	4	0	1	0	0	1	0	0	2	0	1	0	0	3	0	1	6	0	0	2	2	0	1	0	3	1	0	0	0	2	0	0	2	1	3	1	0	1	1	0	1	0	0	0	5	3	0	0	1	0	0	0	1	0	3	0	1	0	2	0	2	0	1	0	6	0	0	0	0	0	0	4	0	1	0	0	3	0	0	0	12	1	2	2	2	4	0	0	3	0	0	1	0	0	0	0	0	1	2	2	9	7	9	1	4	0	3	2	0	1	1	0	1	1	1
Go Fug Yourself	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	20	2	0	0	0	3	1	1	1	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	1	0	0	10	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0
O'Reilly Radar	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	3	0	4	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MetaFilter	0	0	1	1	0	0	3	0	0	3	0	3	2	0	0	1	0	2	0	3	1	1	4	0	0	3	2	0	1	2	0	0	1	0	3	5	0	2	0	0	0	0	0	0	2	0	0	0	3	1	3	1	0	1	0	4	1	0	3	0	0	0	2	11	2	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	2	0	1	0	2	1	2	1	0	1	5	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	0	0	0	0	0	2	1	0	0	0	1	3	0	1	0	0	0	0	1	2	1	0	4	8	16	0	3	0	2	1	0	0	0	0	0	0	2	0	1	0	1	0	2	4	3	0	1	1	1	3	0	1	1	0	0	2	0	2	2	0	0	1	2	1	0	3	1	0	0	0	0	1	2	0	2	1	0	0	0	3	0	1	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	6	0	1	1	0	0	1	0	0	0	2	2	0	2	0	5	1	0	2	2	1	0	0	0	9	0	1	1	4	0	1	0	0	0	0	2	0	1	0	0	0	0	2	3	0	1	4	0	0	1	0	6	2	1	0	0	0	0	0	0	2	0	4	2	0	0	0	0	1	0	2	0	0	0	2	1	0	1	0	7	1	0	2	4	2	0	0	0	0	3	0	0	2	0	3	1	0	0	0	1	1	0	1	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	0	3	3	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	2	0	1	0	0	1	0	0	2	3	3	0	2	3	0	1	1	1	1	0	0	0	3	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	4	5	0	0	1	1	0	1	1	0	3	0	0	0	0	1	2	6	0	0	2	0	0	2	0	0	2	0	0	2	0	4	0	0	0	0	4	1	1	0	3	0	0	0	0	0	0	2	0	1	2	1	0	0	1	3	13	1	8	0	0	1	2	3	1	2	0	0	3	1	1
ReadWrite	1	1	5	0	1	2	9	0	0	8	9	3	0	6	1	12	2	1	2	4	3	1	9	6	0	2	12	1	1	3	2	3	2	16	11	8	5	2	15	0	1	7	5	0	4	0	4	2	3	3	4	4	3	4	5	3	7	0	4	3	0	3	21	3	0	2	1	3	4	1	0	6	1	13	0	4	43	1	3	1	5	1	18	1	2	0	1	13	4	9	2	2	6	1	1	11	0	0	18	4	2	1	8	7	1	4	2	1	1	3	2	0	14	3	4	4	3	4	0	2	0	0	15	9	2	3	6	3	3	5	7	4	15	3	3	3	0	4	2	2	3	6	13	1	5	11	0	2	10	2	5	0	1	1	1	2	8	0	2	0	3	0	0	3	1	3	6	15	1	12	2	1	5	12	3	0	9	3	0	6	4	6	8	4	1	2	11	1	2	3	2	3	1	0	3	1	1	6	0	7	2	1	0	0	4	0	0	3	4	0	4	7	11	3	3	11	2	1	3	1	0	1	3	0	2	1	4	5	4	4	4	1	4	2	2	7	0	2	3	9	2	1	5	12	4	6	2	1	4	2	4	8	1	4	4	10	1	11	1	2	0	4	0	0	3	0	18	14	1	2	0	5	4	4	0	4	4	8	1	3	0	8	0	18	2	3	91	0	2	6	9	9	2	2	2	1	2	4	6	4	1	2	1	2	9	1	7	5	3	0	0	9	8	4	2	2	3	3	1	3	5	1	4	6	1	5	0	0	0	3	6	5	1	0	9	0	0	3	0	0	2	1	7	6	1	13	1	9	2	4	9	4	4	2	1	1	3	0	0	0	0	4	8	10	3	2	8	6	3	4	0	3	1	0	5	10	5	1	5	3	1	6	9	4	0	4	0	1	8	1	2	2	0	6	27	11	1	1	1	4	1	0	3	3	8	2	4	3	3	1	0	2	2	1	7	0	2	3	4	0	3	1	2	4	1	0	0	0	2	30	17	1	2	1	1	1	0	1	0	4	2	1	3	13	4	5	2	2	17	0	9	19	14	2	1	0	1	5	3	4	3	3	7	4	4
Lifehack	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Lifehacker	3	0	2	0	0	0	2	0	0	6	0	0	0	3	1	2	0	1	0	0	3	0	1	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	4	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	1	1	0	2	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	4	3	1	2	2	1	0	1	0	0	1	1	2	0	1	0	2	0	0	0	0	2	6	3	0	1	4	0	0	0	1	2	0	0	4	0	1	0	1	0	5	2	1	1	2	0	0	2	0	0	0	2	0	0	0	3	1	0	0	0	3	1	1	0	0	0	3	0	1	3	0	1	0	3	0	0	0	0	1	4	0	1	26	2	2	0	3	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	2	6	0	0	2	0	1	0	1	0	0	1	0	2	0	1	0	0	1	0	0	4	1	0	0	1	1	0	1	3	0	0	0	0	3	0	1	3	0	0	0	1	1	1	0	1	0	0	0	0	0	0	8	4	0	0	0	0	4	4	0	2	0	0	0	2	0	1	0	2	0	1	0	0	2	1	3	1	1	0	1	0	0	0	3	0	2	1	0	0	2	1	1	0	0	2	0	0	1	0	0	3	0	0	2	0	2	1	0	1	2	2	0	2	0	2	0	1	0	0	2	2	0	0	0	0	0	0	0	0	1	5	0	0	2	2	5	0	0	1	0	3	0	1	0	0	0	1	3	0	0	0	0	2	1	1	1	1	0	1	1	2	0	1	3	1	0	1	0	1	0	0	0	0	0	0	1	3	0	3	0	5	0	0	0	3	0	0	0	0	2	0	1	0	0	0	1	1	0	0	1	0	0	0	2	0	2	0	6	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	1	2	2	0	2	0	4	0	3	4	0	0	1	0	0	1	0	0	0	2	1	0	0
The Official Google Blog	6	0	13	7	2	0	7	0	2	33	5	1	5	9	3	6	1	16	6	0	6	6	41	9	1	2	32	8	2	7	5	0	3	2	22	9	3	2	11	15	1	2	1	4	9	5	8	7	0	7	8	1	0	2	11	6	16	11	28	9	0	1	16	19	2	6	2	5	2	0	3	4	2	5	7	8	11	3	3	42	3	0	19	7	0	0	5	12	9	9	1	1	6	1	0	13	0	27	14	2	1	2	14	6	3	1	0	11	1	6	1	8	9	5	2	3	2	2	6	4	0	0	1	18	11	4	3	4	2	3	1	3	11	2	3	6	10	25	3	2	6	13	30	3	5	5	2	7	3	2	5	7	1	2	1	3	6	2	7	1	0	5	8	1	1	7	6	16	6	51	2	1	1	21	12	3	6	3	0	2	15	4	5	3	1	12	2	2	2	1	7	7	3	5	0	3	2	26	0	2	4	1	5	4	2	4	1	2	8	2	3	9	15	0	7	20	1	23	10	2	0	3	2	0	2	8	1	10	4	2	7	13	0	1	8	5	1	2	7	12	6	5	1	20	5	2	6	3	7	1	10	4	6	1	2	2	2	6	11	2	1	1	3	0	8	2	12	10	7	0	1	3	2	1	1	5	2	8	1	2	5	8	3	11	0	2	30	3	2	3	15	3	8	1	30	2	3	9	20	2	1	3	0	10	11	5	1	1	0	0	0	1	3	7	2	3	15	2	37	14	6	1	6	20	3	7	6	3	1	3	2	6	0	2	12	15	0	2	2	2	1	0	0	4	6	82	3	13	6	11	29	4	12	1	0	1	3	1	2	1	1	4	7	3	6	1	6	7	3	15	1	10	0	1	15	4	13	8	23	4	9	5	15	4	6	10	1	4	3	2	3	4	4	5	14	15	0	3	3	9	2	2	4	3	4	1	0	0	7	2	7	3	0	1	16	4	7	3	7	1	2	1	4	5	9	2	3	1	0	0	29	4	4	1	0	1	1	9	3	0	3	0	16	10	8	11	0	5	46	4	46	16	39	7	4	5	1	11	0	3	4	6	6	17	1
Google Operating System	0	1	8	32	2	6	3	1	0	9	1	0	1	1	0	1	0	0	0	0	2	0	1	5	0	1	17	0	0	0	1	0	1	9	16	0	0	1	3	2	1	4	0	1	3	0	1	1	0	2	7	0	1	2	2	2	1	0	0	1	0	0	17	0	1	6	13	2	0	2	0	0	3	2	0	12	5	4	0	0	0	1	12	21	2	0	4	20	11	4	0	0	3	1	1	2	1	0	3	0	1	1	13	3	3	0	0	5	0	0	0	0	1	3	5	0	0	2	0	3	2	2	1	5	2	5	6	0	1	1	1	1	0	0	0	4	0	8	0	0	8	6	6	0	4	1	0	7	11	0	0	0	0	0	0	4	4	4	0	0	3	22	4	0	0	0	9	22	2	1	1	16	0	4	0	0	3	2	0	1	8	0	0	0	0	6	0	2	4	0	1	2	1	1	0	0	2	5	0	0	10	1	1	0	1	1	2	2	3	1	0	2	5	1	1	10	6	30	2	0	11	6	2	0	0	3	0	5	3	2	0	1	11	0	2	2	7	0	1	3	0	7	0	2	0	0	0	1	0	3	7	4	0	2	0	14	0	5	6	0	0	0	0	0	1	2	15	3	2	0	0	0	0	1	0	2	0	1	0	4	0	0	0	7	2	0	1	3	0	1	6	0	0	0	5	1	2	4	7	0	1	1	1	2	0	5	0	7	1	0	0	4	0	11	3	1	0	2	22	1	7	0	2	0	0	2	0	1	1	0	0	0	0	0	1	10	0	1	1	2	1	0	1	3	0	123	0	4	1	11	11	3	1	1	0	0	3	3	3	0	1	0	0	2	2	2	5	3	0	4	0	3	0	0	1	5	3	8	2	2	0	0	3	0	2	1	2	0	0	0	1	2	0	1	7	15	0	2	0	2	1	1	0	0	1	0	2	0	1	0	0	5	0	2	11	0	0	0	7	2	5	0	0	4	0	0	0	0	0	4	0	0	0	0	0	1	0	2	0	1	1	1	22	20	4	0	2	1	0	0	7	9	0	2	0	0	0	0	7	2	1	1	4	0	0
ShoeMoney	0	0	10	0	0	0	2	1	0	0	0	0	1	3	0	1	0	2	3	0	2	0	1	0	0	0	1	0	1	1	1	0	0	0	3	5	1	0	5	1	0	1	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	2	0	2	1	1	0	2	0	0	1	1	0	0	0	2	12	5	0	1	2	0	7	2	1	4	2	0	1	0	6	0	1	0	0	0	0	0	2	0	0	1	1	0	0	0	2	1	2	0	2	0	0	0	2	2	0	0	0	0	2	0	0	1	0	1	0	1	0	1	0	0	1	0	2	2	0	0	1	0	1	0	0	2	7	5	0	1	4	0	2	0	0	0	0	0	8	1	0	2	0	0	0	0	0	2	0	2	0	2	2	3	6	0	1	0	2	6	0	1	0	0	1	0	0	0	21	0	1	3	0	4	0	2	1	0	0	0	0	2	0	0	2	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	2	0	0	1	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	1	5	1	0	2	5	0	0	3	3	0	0	0	0	3	0	0	2	1	0	0	0	1	0	10	0	0	0	0	0	0	3	9	5	0	0	0	0	0	0	0	2	0	3	2	0	0	0	0	1	1	1	0	0	0	1	3	0	0	0	0	0	1	8	2	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	1	6	0	1	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	1	0	5	0	1	8	2	0	3	0	1	0	0	2	16	2	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	6	2	0	1	0	0	7	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	1	0	12	1	1	1	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	4	0	4	2	1	0	0	1	0	2	0	3	0	1	0	1	5
